verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
leave,food,leave food,100,Not found,Not found,Not found,4.8,3,14,169.07,241.2,280.07,303.04,0,1,118,97
leave,fossil,leave fossil,100,Not found,Not found,Not found,4.9,2,14,82.179,119.57,136.28,145.49,0,1,118,36
leave,fund,leave fund,100,Not found,Not found,Not found,3.18,3,14,147.28,207.45,229.19,247.48,0,1,118,94
leave,gate,leave gate,100,Not found,Not found,Not found,4.96,4,14,143.81,229.28,265.02,282.2,0,1,118,91
leave,glass,leave glass,100,Not found,Not found,Not found,4.82,7,14,149.6,219.89,246.25,262.92,0,1,118,92
leave,ground,leave ground,100,Not found,Not found,Not found,4.77,11,14,207.06,291.84,324.49,350.64,0,1,118,89
leave,hair,leave hair,100,Not found,Not found,Not found,4.97,6,14,145.81,211.36,244.64,264.55,0,1,118,99
leave,hand,leave hand,100,102970,7.51,left hand,4.72,14,14,269.2,382.64,427.86,454.46,0,1,118,96
leave,hint,leave hint,100,Not found,Not found,Not found,2.33,5,14,145.16,208.15,236.51,250.97,0,1,118,89
leave,hip,leave hip,100,Not found,Not found,Not found,4.21,5,14,90.411,129.73,157.16,172.63,0,1,118,91
leave,hope,leave hope,100,Not found,Not found,Not found,1.25,6,14,166.95,241.91,272.45,287.77,0,1,118,93
leave,house,leave house,100,138735,8.06,leave the house,5.0,12,14,207.43,310.94,359.63,394.2,0,1,118,94
leave,image,leave image,100,Not found,Not found,Not found,3.85,9,14,179.93,316.21,370.25,403.89,0,1,118,95
leave,infant,leave infant,100,Not found,Not found,Not found,4.93,1,14,95.378,142.86,165.46,180.78,0,1,118,71
leave,kiss,leave kiss,100,Not found,Not found,Not found,4.48,4,14,79.436,123.41,140.16,149.2,0,1,118,62
leave,leg,leave leg,100,26740,5.89,left leg,4.83,9,14,134.48,212.33,256.38,294.07,0,1,118,97
leave,line,leave line,100,Not found,Not found,Not found,4.5,30,14,253.42,357.41,397.32,421.22,0,1,118,98
leave,living,leave living,100,Not found,Not found,Not found,3.04,4,14,118.05,167.4,183.13,190.2,0,1,118,68
leave,log,leave log,100,Not found,Not found,Not found,4.96,5,14,107.86,149.58,163.52,170.97,0,1,118,93
leave,marriage,leave marriage,100,Not found,Not found,Not found,2.51,4,14,196.35,296.41,331.1,348.3,0,1,118,95
leave,milk,leave milk,100,Not found,Not found,Not found,4.92,4,14,85.509,138.38,171.6,192.28,0,1,118,95
leave,mind,leave mind,100,Not found,Not found,Not found,2.5,7,14,197.15,276.78,313.43,334.55,0,1,118,98
leave,mixture,leave mixture,100,Not found,Not found,Not found,3.79,5,14,173.87,303.73,353.4,380.67,0,1,118,93
leave,money,leave money,100,30858,5.62,money left,4.54,3,14,103.44,164.62,189.47,205.68,0,1,118,97
leave,muscle,leave muscle,100,Not found,Not found,Not found,4.5,5,14,91.117,146.9,175.42,195.22,0,1,118,94
leave,officer,leave officer,100,Not found,Not found,Not found,4.8,4,14,200.25,288.09,326.95,352.01,0,1,118,91
leave,oil,leave oil,100,Not found,Not found,Not found,4.93,4,14,116.09,174.9,208.49,229.11,0,1,118,97
leave,party,leave party,100,36941,6.2,left the party,3.89,5,14,161.4,244.31,287.75,312.33,0,1,118,92
leave,phone,leave phone,100,Not found,Not found,Not found,4.86,3,14,132.03,200.44,232.92,254.36,0,1,118,97
leave,picture,leave picture,100,Not found,Not found,Not found,4.52,10,14,124.67,237.09,298.33,333.94,0,1,118,97
leave,pill,leave pill,100,Not found,Not found,Not found,4.72,5,14,68.926,102.91,117.35,126.85,0,1,118,86
leave,plane,leave plane,100,Not found,Not found,Not found,4.92,5,14,122.19,203.02,246.61,272.63,0,1,118,93
leave,player,leave player,100,Not found,Not found,Not found,4.15,5,14,226.69,338.56,382.77,407.1,0,1,118,94
leave,position,leave position,100,30756,5.83,left his position,2.62,16,14,229.38,325.34,362.4,380.34,0,1,118,96
leave,press,leave press,100,Not found,Not found,Not found,3.9,9,14,115.18,174.22,201.1,220.08,0,1,118,85
leave,pride,leave pride,100,Not found,Not found,Not found,1.66,5,14,105.29,146.53,161.59,171.11,0,1,118,84
leave,profit,leave profit,100,Not found,Not found,Not found,3.07,2,14,59.81,135.58,177.33,201.82,0,1,118,95
leave,project,leave project,100,Not found,Not found,Not found,3.62,2,14,170.17,284.97,344.87,374.52,0,1,118,90
leave,question,leave question,100,38696,5.83,leaves the question,3.36,6,14,211.73,299.72,335.13,354.36,0,1,118,94
leave,reputation,leave reputation,100,Not found,Not found,Not found,1.64,3,14,181.29,254.1,285.24,303.63,0,1,118,96
leave,responsibility,leave responsibility,100,Not found,Not found,Not found,1.4,3,14,139.46,206.54,231.4,249.11,0,1,118,94
leave,rock,leave rock,100,Not found,Not found,Not found,4.91,7,14,225.91,320.78,360.6,382.06,0,1,118,90
leave,scene,leave scene,100,28528,5.92,left the scene,3.93,10,14,236.31,326.09,358.85,376.01,0,1,118,95
leave,secret,leave secret,100,Not found,Not found,Not found,2.19,3,14,106.43,149.86,166.24,174.76,0,1,118,90
leave,sentence,leave sentence,100,Not found,Not found,Not found,3.57,3,14,120.5,167.75,185.71,195.53,0,1,118,99
leave,signature,leave signature,100,Not found,Not found,Not found,4.43,5,14,112.21,162.69,182.27,192.44,0,1,118,94
leave,silence,leave silence,100,Not found,Not found,Not found,3.33,4,14,107.25,151.56,168.73,179.07,0,1,118,76
leave,situation,leave situation,100,Not found,Not found,Not found,2.03,5,14,186.49,274.89,314.53,332.46,0,1,118,98
leave,skin,leave skin,100,29099,6.0,leave your skin,4.79,6,14,169.4,240.84,276.4,299.07,0,1,118,97
leave,smile,leave smile,100,Not found,Not found,Not found,4.5,1,14,103.53,159.95,184.24,198.92,0,1,118,85
leave,soldier,leave soldier,100,Not found,Not found,Not found,4.72,2,14,146.17,236.65,278.07,301.43,0,1,118,89
leave,steel,leave steel,100,Not found,Not found,Not found,4.87,3,14,98.555,155.27,193.79,217.4,0,1,118,76
leave,stone,leave stone,100,24431,5.78,leave no stone,4.72,13,14,159.19,242.89,279.87,302.48,0,1,118,91
leave,sugar,leave sugar,100,Not found,Not found,Not found,4.87,3,14,84.472,131.97,165.27,185.99,0,1,118,94
leave,surface,leave surface,100,Not found,Not found,Not found,4.26,6,14,249.55,357.56,402.19,427.02,0,1,118,95
leave,target,leave target,100,Not found,Not found,Not found,4.11,5,14,165.15,233.33,258.47,270.78,0,1,118,95
leave,tea,leave tea,100,Not found,Not found,Not found,4.69,5,14,72.271,138.59,176.5,199.08,0,1,118,89
leave,territory,leave territory,100,Not found,Not found,Not found,3.41,3,14,170.99,267.54,308.58,331.65,0,1,118,91
leave,terrorist,leave terrorist,100,Not found,Not found,Not found,3.64,1,14,85.007,132.96,160.49,178.63,0,1,118,90
leave,thread,leave thread,100,Not found,Not found,Not found,4.83,4,14,107.65,151.12,168.96,178.79,0,1,118,94
leave,throat,leave throat,100,Not found,Not found,Not found,4.97,4,14,78.256,118.6,144.46,163.8,0,1,118,82
leave,time,leave time,100,66107,5.83,time left,3.07,10,14,273.83,408.51,469.17,512.74,0,1,118,95
leave,vehicle,leave vehicle,100,Not found,Not found,Not found,4.64,4,14,135.77,243.43,288.48,318.05,0,1,118,95
leave,voter,leave voter,100,Not found,Not found,Not found,3.93,1,14,113.27,163.03,184.22,197.0,0,1,118,88
leave,water,leave water,100,Not found,Not found,Not found,5.0,6,14,232.15,324.2,362.8,390.59,0,1,118,97
leave,wedding,leave wedding,100,Not found,Not found,Not found,3.92,3,14,114.39,181.84,210.21,227.33,0,1,118,88
leave,window,leave window,100,Not found,Not found,Not found,4.86,8,14,140.8,244.66,291.16,317.16,0,1,118,95
leave,winner,leave winner,100,Not found,Not found,Not found,3.21,3,14,161.86,268.28,315.83,341.99,0,1,118,92
leave,word,leave word,100,Not found,Not found,Not found,3.56,10,14,247.83,371.55,418.36,446.17,0,1,118,98
legalise,marriage,legalise marriage,100,2458,6.77,legalise same-sex marriage,2.51,4,1,196.35,296.41,331.1,348.3,0,1,1,95
legalize,marriage,legalize marriage,100,11967,8.82,legalize same-sex marriage,2.51,4,1,196.35,296.41,331.1,348.3,0,1,1,95
lend,gravity,lend gravity,100,Not found,Not found,Not found,2.86,3,3,73.094,104.58,115.01,120.81,0,1,6,78
lend,hand,lend hand,100,37550,7.91,to lend a hand,4.72,14,3,269.2,382.64,427.86,454.46,0,1,6,96
lend,hint,lend hint,100,Not found,Not found,Not found,2.33,5,3,145.16,208.15,236.51,250.97,0,1,6,89
lend,money,lend money,100,31435,7.16,lend money,4.54,3,3,103.44,164.62,189.47,205.68,0,1,6,97
lend,talent,lend talent,100,5524,7.01,lend their talents,2.19,2,3,149.46,215.84,243.88,261.1,0,1,6,94
lend,weight,lend weight,100,6455,6.6,lend weight,3.94,8,3,136.57,203.08,229.71,245.41,0,1,6,97
lengthen,muscle,lengthen muscle,100,1336,6.08,lengthen the muscles,4.5,5,2,91.117,146.9,175.42,195.22,0,1,1,94
lessen,chance,lessen chance,100,8118,5.94,lessen the chance,1.64,5,3,145.16,211.81,236.5,250.46,0,1,5,97
lessen,competition,lessen competition,100,2993,6.14,substantially lessen competition,3.86,4,3,146.29,235.72,281.35,307.68,0,1,5,90
lessen,confusion,lessen confusion,100,626,5.06,lessen confusion,2.24,5,3,118.8,177.89,200.35,212.85,0,1,5,87
lessen,load,lessen load,100,1980,5.81,lessen the load,3.63,9,3,139.13,209.14,235.35,251.18,0,1,5,98
lessen,risk,lessen risk,100,7205,5.79,lessen the risk of,1.63,4,3,160.87,238.64,275.56,297.22,0,1,5,93
let,ball,let ball,100,Not found,Not found,Not found,5.0,12,6,152.85,224.94,253.8,268.96,0,1,45,99
let,blood,let blood,100,Not found,Not found,Not found,4.86,5,6,132.86,194.1,218.83,232.67,0,1,45,97
let,bomb,let bomb,100,Not found,Not found,Not found,4.84,3,6,82.168,128.66,156.09,175.26,0,1,45,87
let,breath,let breath,100,Not found,Not found,Not found,4.36,5,6,72.307,105.92,123.28,131.92,0,1,45,85
let,car,let car,100,Not found,Not found,Not found,4.89,5,6,146.58,271.86,328.14,362.93,0,1,45,98
let,chance,let chance,100,Not found,Not found,Not found,1.64,5,6,145.16,211.81,236.5,250.46,0,1,45,97
let,child,let child,100,48814,7.01,let children,4.78,4,6,201.04,295.22,346.37,384.22,0,1,45,97
let,contract,let contract,100,Not found,Not found,Not found,4.15,3,6,157.64,239.45,272.05,289.2,0,1,45,93
let,conversation,let conversation,100,Not found,Not found,Not found,3.28,1,6,166.81,255.38,299.17,324.56,0,1,45,98
let,crisis,let crisis,100,Not found,Not found,Not found,2.33,2,6,139.99,213.55,249.27,271.87,0,1,45,89
let,deal,let deal,100,Not found,Not found,Not found,3.1,9,6,162.55,254.97,291.8,311.14,0,1,45,98
let,debate,let debate,100,Not found,Not found,Not found,3.18,2,6,184.93,291.91,338.79,365.58,0,1,45,94
let,dog,let dog,100,20117,6.62,let the dogs,4.85,7,6,104.88,197.0,248.38,285.38,0,1,45,98
let,door,let door,100,Not found,Not found,Not found,4.81,5,6,145.33,240.25,284.65,309.98,0,1,45,99
let,doubt,let doubt,100,Not found,Not found,Not found,1.79,2,6,158.05,239.27,270.23,288.3,0,1,45,88
let,dream,let dream,100,Not found,Not found,Not found,2.6,6,6,147.1,213.55,239.31,254.22,0,1,45,93
let,enemy,let enemy,100,Not found,Not found,Not found,2.83,4,6,148.22,227.71,259.5,276.9,0,1,45,96
let,fact,let fact,100,11374,5.48,let the facts,2.72,4,6,254.34,365.67,419.85,450.64,0,1,45,98
let,fear,let fear,100,10072,5.78,let fear,2.57,3,6,208.48,300.15,342.67,365.02,0,1,45,97
let,fight,let fight,100,Not found,Not found,Not found,4.2,5,6,166.91,274.84,323.71,354.02,0,1,45,93
let,fish,let fish,100,Not found,Not found,Not found,5.0,4,6,164.99,237.0,271.35,292.14,0,1,45,98
let,gravity,let gravity,100,Not found,Not found,Not found,2.86,3,6,73.094,104.58,115.01,120.81,0,1,45,78
let,hair,let hair,100,15796,6.33,let your hair,4.97,6,6,145.81,211.36,244.64,264.55,0,1,45,99
let,hand,let hand,100,13256,5.48,let his hands,4.72,14,6,269.2,382.64,427.86,454.46,0,1,45,96
let,hint,let hint,100,Not found,Not found,Not found,2.33,5,6,145.16,208.15,236.51,250.97,0,1,45,89
let,hope,let hope,100,8757,5.53,Lets hope,1.25,6,6,166.95,241.91,272.45,287.77,0,1,45,93
let,joy,let joy,100,Not found,Not found,Not found,2.37,2,6,107.12,161.36,189.58,205.58,0,1,45,88
let,mind,let mind,100,12578,5.86,let your mind,2.5,7,6,197.15,276.78,313.43,334.55,0,1,45,98
let,party,let party,100,Not found,Not found,Not found,3.89,5,6,161.4,244.31,287.75,312.33,0,1,45,92
let,passion,let passion,100,Not found,Not found,Not found,2.3,7,6,119.78,201.4,232.88,253.47,0,1,45,95
let,picture,let picture,100,Not found,Not found,Not found,4.52,10,6,124.67,237.09,298.33,333.94,0,1,45,97
let,player,let player,100,32158,6.87,let players,4.15,5,6,226.69,338.56,382.77,407.1,0,1,45,94
let,press,let press,100,Not found,Not found,Not found,3.9,9,6,115.18,174.22,201.1,220.08,0,1,45,85
let,pride,let pride,100,Not found,Not found,Not found,1.66,5,6,105.29,146.53,161.59,171.11,0,1,45,84
let,secret,let secret,100,Not found,Not found,Not found,2.19,3,6,106.43,149.86,166.24,174.76,0,1,45,90
let,smile,let smile,100,Not found,Not found,Not found,4.5,1,6,103.53,159.95,184.24,198.92,0,1,45,85
let,soldier,let soldier,100,Not found,Not found,Not found,4.72,2,6,146.17,236.65,278.07,301.43,0,1,45,89
let,talent,let talent,100,Not found,Not found,Not found,2.19,2,6,149.46,215.84,243.88,261.1,0,1,45,94
let,terrorist,let terrorist,100,Not found,Not found,Not found,3.64,1,6,85.007,132.96,160.49,178.63,0,1,45,90
let,thread,let thread,100,Not found,Not found,Not found,4.83,4,6,107.65,151.12,168.96,178.79,0,1,45,94
let,voter,let voter,100,Not found,Not found,Not found,3.93,1,6,113.27,163.03,184.22,197.0,0,1,45,88
let,water,let water,100,14779,5.74,let the water,5.0,6,6,232.15,324.2,362.8,390.59,0,1,45,97
let,weight,let weight,100,Not found,Not found,Not found,3.94,8,6,136.57,203.08,229.71,245.41,0,1,45,97
let,winner,let winner,100,Not found,Not found,Not found,3.21,3,6,161.86,268.28,315.83,341.99,0,1,45,92
let,word,let word,100,13944,5.45,let the words,3.56,10,6,247.83,371.55,418.36,446.17,0,1,45,98
level,charge,level charge,100,9233,7.29,charges leveled,2.96,15,6,190.91,262.88,290.47,306.26,0,1,2,93
level,ground,level ground,100,2181,5.34,level the ground,4.77,11,6,207.06,291.84,324.49,350.64,0,1,2,89
leverage,asset,leverage asset,100,4676,6.52,leverage their assets,2.92,1,2,117.12,175.48,205.56,224.4,0,1,4,91
leverage,momentum,leverage momentum,100,Not found,Not found,Not found,2.5,2,2,79.992,112.44,123.59,129.88,0,1,4,89
leverage,potential,leverage potential,100,2980,5.38,leverage the potential,1.91,2,2,154.16,221.87,249.35,265.29,0,1,4,97
leverage,talent,leverage talent,100,2225,5.61,leverage the talent,2.19,2,2,149.46,215.84,243.88,261.1,0,1,4,94
levy,charge,levy charge,100,5898,6.71,charges levied,2.96,15,2,190.91,262.88,290.47,306.26,0,1,2,93
levy,tax,levy tax,100,30764,9.09,levy taxes,3.89,1,2,84.254,125.94,147.02,164.68,0,1,2,91
liberate,territory,liberate territory,100,1145,5.81,territories liberated,3.41,3,4,170.99,267.54,308.58,331.65,0,1,1,91
lick,blood,lick blood,100,1981,5.95,licked the blood,4.86,5,4,132.86,194.1,218.83,232.67,0,1,4,97
lick,butter,lick butter,100,288,4.58,licking peanut butter,4.9,2,4,82.231,121.23,150.89,172.76,0,1,4,81
lick,face,lick face,100,4967,6.26,lick your face,4.87,13,4,234.58,343.73,395.03,428.46,0,1,4,97
lick,throat,lick throat,100,Not found,Not found,Not found,4.97,4,4,78.256,118.6,144.46,163.8,0,1,4,82
lie,blame,lie blame,100,1517,5.99,lay the blame,2.06,2,7,57.303,82.246,91.476,96.689,0,1,7,56
lie,egg,lie egg,100,19901,8.83,lay their eggs,4.97,3,7,124.85,178.59,202.35,217.95,0,1,7,97
lie,eye,lie eye,100,4277,4.99,lay eyes on,4.9,5,7,206.15,312.42,361.23,392.48,0,1,7,96
lie,face,lie face,100,6402,6.36,lying face down,4.87,13,7,234.58,343.73,395.03,428.46,0,1,7,97
lie,hope,lie hope,100,1180,4.44,lies the hope,1.25,6,7,166.95,241.91,272.45,287.77,0,1,7,93
lie,secret,lie secret,100,1825,5.42,lies the secret of,2.19,3,7,106.43,149.86,166.24,174.76,0,1,7,90
lie,tale,lie tale,100,968,4.77,lies a tale,3.23,2,7,178.08,277.38,316.31,343.61,0,1,7,91
lift,anchor,lift anchor,100,Not found,Not found,Not found,4.77,3,24,96.973,139.06,152.3,158.34,0,1,22,65
lift,ankle,lift ankle,100,Not found,Not found,Not found,4.81,1,24,41.848,89.279,125.92,148.97,0,1,22,69
lift,axe,lift axe,100,Not found,Not found,Not found,5.0,1,24,40.835,66.546,80.921,90.326,0,1,22,40
lift,ball,lift ball,100,3755,5.3,lift the ball,5.0,12,24,152.85,224.94,253.8,268.96,0,1,22,99
lift,balloon,lift balloon,100,Not found,Not found,Not found,4.92,2,24,82.715,117.6,132.65,140.92,0,1,22,83
lift,ban,lift ban,100,32844,9.42,lift the ban,2.37,5,24,108.72,169.3,203.52,222.15,0,1,22,92
lift,basket,lift basket,100,Not found,Not found,Not found,5.0,4,24,92.968,137.82,159.48,172.87,0,1,22,88
lift,boat,lift boat,100,6294,6.58,tide lifts all boats,4.93,2,24,139.06,231.66,280.03,308.1,0,1,22,97
lift,can,lift can,100,Not found,Not found,Not found,4.55,6,24,58.316,89.046,104.16,112.97,0,1,22,83
lift,cushion,lift cushion,100,Not found,Not found,Not found,4.68,3,24,51.694,87.616,103.61,112.46,0,1,22,49
lift,darkness,lift darkness,100,Not found,Not found,Not found,3.85,6,24,114.39,168.09,194.04,209.34,0,1,22,78
lift,eye,lift eye,100,12968,6.41,lifted his eyes,4.9,5,24,206.15,312.42,361.23,392.48,0,1,22,96
lift,face,lift face,100,5289,5.79,lifted her face,4.87,13,24,234.58,343.73,395.03,428.46,0,1,22,97
lift,gate,lift gate,100,Not found,Not found,Not found,4.96,4,24,143.81,229.28,265.02,282.2,0,1,22,91
lift,glass,lift glass,100,4448,6.09,lifted his glass,4.82,7,24,149.6,219.89,246.25,262.92,0,1,22,92
lift,hand,lift hand,100,29716,7.37,lifted his hand,4.72,14,24,269.2,382.64,427.86,454.46,0,1,22,96
lift,hip,lift hip,100,4955,6.9,lifted his hips,4.21,5,24,90.411,129.73,157.16,172.63,0,1,22,91
lift,leg,lift leg,100,15538,7.83,lift your legs,4.83,9,24,134.48,212.33,256.38,294.07,0,1,22,97
lift,load,lift load,100,5402,6.38,lift loads,3.63,9,24,139.13,209.14,235.35,251.18,0,1,22,98
lift,rock,lift rock,100,1741,4.91,lift the rock,4.91,7,24,225.91,320.78,360.6,382.06,0,1,22,90
lift,stone,lift stone,100,2111,5.16,lift the stone,4.72,13,24,159.19,242.89,279.87,302.48,0,1,22,91
lift,weight,lift weight,100,39322,8.77,lifting weights,3.94,8,24,136.57,203.08,229.71,245.41,0,1,22,97
light,darkness,light darkness,100,Not found,Not found,Not found,3.85,6,6,114.39,168.09,194.04,209.34,0,1,5,78
light,eye,light eye,100,4064,4.89,eyes lit,4.9,5,6,206.15,312.42,361.23,392.48,0,1,5,96
light,face,light face,100,4486,5.82,face lighted,4.87,13,6,234.58,343.73,395.03,428.46,0,1,5,97
light,flame,light flame,100,4336,7.31,lit the flame,4.67,1,6,93.561,139.75,160.47,173.35,0,1,5,81
light,scene,light scene,100,4074,5.83,lit scenes,3.93,10,6,236.31,326.09,358.85,376.01,0,1,5,95
lighten,darkness,lighten darkness,100,534,6.08,lighten the darkness,3.85,6,6,114.39,168.09,194.04,209.34,0,1,4,78
lighten,load,lighten load,100,13249,8.69,lighten the load,3.63,9,6,139.13,209.14,235.35,251.18,0,1,4,98
lighten,skin,lighten skin,100,2195,5.83,lighten the skin,4.79,6,6,169.4,240.84,276.4,299.07,0,1,4,97
lighten,tone,lighten tone,100,1481,5.99,lighten the tone,3.07,10,6,168.02,248.56,285.18,303.36,0,1,4,94
like,attention,like attention,100,Not found,Not found,Not found,2.3,6,5,133.07,191.66,213.39,223.75,0,1,50,96
like,balloon,like balloon,100,Not found,Not found,Not found,4.92,2,5,82.715,117.6,132.65,140.92,0,1,50,83
like,basket,like basket,100,Not found,Not found,Not found,5.0,4,5,92.968,137.82,159.48,172.87,0,1,50,88
like,bead,like bead,100,Not found,Not found,Not found,4.9,3,5,78.865,116.76,135.58,146.95,0,1,50,74
like,beer,like beer,100,Not found,Not found,Not found,4.88,1,5,74.267,130.5,169.11,196.91,0,1,50,93
like,butter,like butter,100,Not found,Not found,Not found,4.9,2,5,82.231,121.23,150.89,172.76,0,1,50,81
like,can,like can,100,Not found,Not found,Not found,4.55,6,5,58.316,89.046,104.16,112.97,0,1,50,83
like,car,like car,100,10747,5.34,like cars,4.89,5,5,146.58,271.86,328.14,362.93,0,1,50,98
like,challenge,like challenge,100,9122,5.23,like a challenge,2.11,5,5,158.7,224.89,250.88,263.63,0,1,50,93
like,chance,like chance,100,8314,4.96,like a chance,1.64,5,5,145.16,211.81,236.5,250.46,0,1,50,97
like,cushion,like cushion,100,Not found,Not found,Not found,4.68,3,5,51.694,87.616,103.61,112.46,0,1,50,49
like,darkness,like darkness,100,Not found,Not found,Not found,3.85,6,5,114.39,168.09,194.04,209.34,0,1,50,78
like,discussion,like discussion,100,Not found,Not found,Not found,3.07,2,5,180.21,295.44,351.36,377.72,0,1,50,98
like,dog,like dog,100,10220,5.73,like dogs,4.85,7,5,104.88,197.0,248.38,285.38,0,1,50,98
like,dream,like dream,100,Not found,Not found,Not found,2.6,6,5,147.1,213.55,239.31,254.22,0,1,50,93
like,egg,like egg,100,Not found,Not found,Not found,4.97,3,5,124.85,178.59,202.35,217.95,0,1,50,97
like,fact,like fact,100,45930,7.56,I like the fact that,2.72,4,5,254.34,365.67,419.85,450.64,0,1,50,98
like,fight,like fight,100,Not found,Not found,Not found,4.2,5,5,166.91,274.84,323.71,354.02,0,1,50,93
like,fish,like fish,100,Not found,Not found,Not found,5.0,4,5,164.99,237.0,271.35,292.14,0,1,50,98
like,flame,like flame,100,Not found,Not found,Not found,4.67,1,5,93.561,139.75,160.47,173.35,0,1,50,81
like,food,like food,100,17645,6.15,like the food,4.8,3,5,169.07,241.2,280.07,303.04,0,1,50,97
like,glass,like glass,100,Not found,Not found,Not found,4.82,7,5,149.6,219.89,246.25,262.92,0,1,50,92
like,hair,like hair,100,Not found,Not found,Not found,4.97,6,5,145.81,211.36,244.64,264.55,0,1,50,99
like,hint,like hint,100,Not found,Not found,Not found,2.33,5,5,145.16,208.15,236.51,250.97,0,1,50,89
like,house,like house,100,Not found,Not found,Not found,5.0,12,5,207.43,310.94,359.63,394.2,0,1,50,94
like,idea,like idea,100,192028,9.01,like the idea of,1.61,5,5,186.11,292.47,339.77,365.76,0,1,50,99
like,kiss,like kiss,100,Not found,Not found,Not found,4.48,4,5,79.436,123.41,140.16,149.2,0,1,50,62
like,line,like line,100,8380,4.81,like the line,4.5,30,5,253.42,357.41,397.32,421.22,0,1,50,98
like,living,like living,100,Not found,Not found,Not found,3.04,4,5,118.05,167.4,183.13,190.2,0,1,50,68
like,milk,like milk,100,Not found,Not found,Not found,4.92,4,5,85.509,138.38,171.6,192.28,0,1,50,95
like,nonsense,like nonsense,100,Not found,Not found,Not found,2.38,2,5,61.401,95.296,109.2,118.44,0,1,50,73
like,perfume,like perfume,100,Not found,Not found,Not found,4.66,2,5,55.569,89.838,104.75,115.12,0,1,50,34
like,phone,like phone,100,Not found,Not found,Not found,4.86,3,5,132.03,200.44,232.92,254.36,0,1,50,97
like,picture,like picture,100,13366,5.74,like the picture,4.52,10,5,124.67,237.09,298.33,333.94,0,1,50,97
like,pill,like pill,100,Not found,Not found,Not found,4.72,5,5,68.926,102.91,117.35,126.85,0,1,50,86
like,pose,like pose,100,Not found,Not found,Not found,3.33,3,5,12.162,16.888,18.741,19.754,0,1,50,54
like,privacy,like privacy,100,Not found,Not found,Not found,1.5,2,5,60.69,97.554,110.21,116.38,0,1,50,93
like,rock,like rock,100,Not found,Not found,Not found,4.91,7,5,225.91,320.78,360.6,382.06,0,1,50,90
like,scene,like scene,100,Not found,Not found,Not found,3.93,10,5,236.31,326.09,358.85,376.01,0,1,50,95
like,silence,like silence,100,Not found,Not found,Not found,3.33,4,5,107.25,151.56,168.73,179.07,0,1,50,76
like,smile,like smile,100,Not found,Not found,Not found,4.5,1,5,103.53,159.95,184.24,198.92,0,1,50,85
like,story,like story,100,27911,6.27,like the story,3.3,6,5,197.18,328.22,376.06,402.62,0,1,50,98
like,sugar,like sugar,100,Not found,Not found,Not found,4.87,3,5,84.472,131.97,165.27,185.99,0,1,50,94
like,tale,like tale,100,Not found,Not found,Not found,3.23,2,5,178.08,277.38,316.31,343.61,0,1,50,91
like,tea,like tea,100,Not found,Not found,Not found,4.69,5,5,72.271,138.59,176.5,199.08,0,1,50,89
like,thread,like thread,100,Not found,Not found,Not found,4.83,4,5,107.65,151.12,168.96,178.79,0,1,50,94
like,tone,like tone,100,Not found,Not found,Not found,3.07,10,5,168.02,248.56,285.18,303.36,0,1,50,94
like,wedding,like wedding,100,Not found,Not found,Not found,3.92,3,5,114.39,181.84,210.21,227.33,0,1,50,88
like,window,like window,100,Not found,Not found,Not found,4.86,8,5,140.8,244.66,291.16,317.16,0,1,50,95
like,word,like word,100,10557,5.1,like the word,3.56,10,5,247.83,371.55,418.36,446.17,0,1,50,98
limit,abuse,limit abuse,100,Not found,Not found,Not found,2.71,3,3,95.851,150.62,181.18,201.53,0,1,17,92
limit,chance,limit chance,100,Not found,Not found,Not found,1.64,5,3,145.16,211.81,236.5,250.46,0,1,17,97
limit,competition,limit competition,100,Not found,Not found,Not found,3.86,4,3,146.29,235.72,281.35,307.68,0,1,17,90
limit,confusion,limit confusion,100,Not found,Not found,Not found,2.24,5,3,118.8,177.89,200.35,212.85,0,1,17,87
limit,debate,limit debate,100,Not found,Not found,Not found,3.18,2,3,184.93,291.91,338.79,365.58,0,1,17,94
limit,discussion,limit discussion,100,5840,5.28,limit the discussion,3.07,2,3,180.21,295.44,351.36,377.72,0,1,17,98
limit,dissent,limit dissent,100,Not found,Not found,Not found,2.17,3,3,65.304,91.841,101.36,107.56,0,1,17,45
limit,expense,limit expense,100,Not found,Not found,Not found,2.57,3,3,166.21,247.22,277.52,295.84,0,1,17,87
limit,fund,limit fund,100,6160,5.26,limited funds,3.18,3,3,147.28,207.45,229.19,247.48,0,1,17,94
limit,harvest,limit harvest,100,Not found,Not found,Not found,4.0,4,3,101.17,144.38,158.59,165.35,0,1,17,82
limit,potential,limit potential,100,10057,6.09,limit the potential,1.91,2,3,154.16,221.87,249.35,265.29,0,1,17,97
limit,risk,limit risk,100,14278,6.05,limit the risk,1.63,4,3,160.87,238.64,275.56,297.22,0,1,17,93
limit,spending,limit spending,100,Not found,Not found,Not found,3.31,2,3,78.229,122.43,144.17,157.7,0,1,17,91
limit,success,limit success,100,7430,5.56,limited success,2.21,4,3,194.18,295.66,331.23,349.41,0,1,17,97
limit,sugar,limit sugar,100,Not found,Not found,Not found,4.87,3,3,84.472,131.97,165.27,185.99,0,1,17,94
limit,time,limit time,100,48184,5.85,limited time,3.07,10,3,273.83,408.51,469.17,512.74,0,1,17,95
